"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (INR)",Impressions,Reach,Ends,"Attribution setting","CPM (cost per 1,000 impressions) (INR)","Cost per ThruPlay (INR)",ThruPlays,"Instagram follows","Video plays at 75%","Video plays","Video plays at 50%","Video plays at 100%","Unique CTR (all)"
2026-07-12,2026-07-12,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-12,2026-07-12,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-12,2026-07-12,"Red Anarkali Engagement campaign",inactive,10458,video_thruplay_watched_actions,0.03089596,300,Daily,323.11,58199,56421,Ongoing,"7-day click or 1-day view",5.551814,0.030896,10458,1,4698,57267,11630,2311,0.492724
2026-07-12,2026-07-12,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-12,2026-07-12,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-12,2026-07-12,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-12,2026-07-12,"Lehenga post from Insta",inactive,5873,video_thruplay_watched_actions,0.0581747,"Using ad set budget",0,341.66,27476,27237,Ongoing,"7-day click or 1-day view",12.434852,0.058175,5873,0,4744,27167,7874,2264,0.67188
2026-07-12,2026-07-12,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-12,2026-07-12,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-12,2026-07-12,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-12,2026-07-12,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-12,2026-07-12,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-11,2026-07-11,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-11,2026-07-11,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,765.63,2000,Daily,765.63,2301,1772,Ongoing,"7-day click, 1-day view or 1-day engaged view",332.73794,6.835982,112,0,137,410,191,112,8.182844
2026-07-11,2026-07-11,"Engagement campaign Janviaika Reels",active,5064,video_thruplay_watched_actions,0.05119273,"Using ad set budget",0,259.24,32301,32301,Ongoing,"7-day click or 1-day view",8.025758,0.051193,5064,0,2265,31477,4741,877,0.501532
2026-07-11,2026-07-11,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,890.36,3711,2647,Ongoing,"7-day click, 1-day view or 1-day engaged view",239.924549,3.028435,294,0,369,1459,534,292,2.795618
2026-07-11,2026-07-11,"Hot Campaign for Website Visitors",active,1,actions:offsite_conversion.fb_pixel_purchase,390.28,500,Daily,390.28,1733,1355,Ongoing,"7-day click, 1-day view or 1-day engaged view",225.204847,65.046667,6,0,6,26,10,6,7.822878
2026-07-11,2026-07-11,JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,857.29,"Using ad set budget",0,857.29,4709,3742,Ongoing,"7-day click, 1-day view or 1-day engaged view",182.053515,17.860208,48,0,58,206,86,48,4.462854
2026-07-11,2026-07-11,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-11,2026-07-11,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-11,2026-07-11,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-11,2026-07-11,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-11,2026-07-11,"Red Anarkali Engagement campaign",inactive,8775,video_thruplay_watched_actions,0.03225413,300,Daily,283.03,50020,50020,Ongoing,"7-day click or 1-day view",5.658337,0.032254,8775,0,4080,49318,9770,2014,0.467813
2026-07-11,2026-07-11,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-11,2026-07-11,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-11,2026-07-11,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-11,2026-07-11,"Lehenga post from Insta",inactive,4443,video_thruplay_watched_actions,0.05914697,"Using ad set budget",0,262.79,20146,19411,Ongoing,"7-day click or 1-day view",13.044277,0.059147,4443,0,3648,19866,5845,1790,0.695482
2026-07-11,2026-07-11,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-11,2026-07-11,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-11,2026-07-11,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-11,2026-07-11,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-11,2026-07-11,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-10,2026-07-10,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-10,2026-07-10,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,1276.49,2000,Daily,1276.49,3969,3105,Ongoing,"7-day click, 1-day view or 1-day engaged view",321.615016,3.545806,360,1,451,1502,638,354,7.020934
2026-07-10,2026-07-10,"Engagement campaign Janviaika Reels",active,5778,video_thruplay_watched_actions,0.050045,"Using ad set budget",0,289.16,35921,35655,Ongoing,"7-day click or 1-day view",8.049887,0.050045,5778,0,2693,34860,5472,984,0.429112
2026-07-10,2026-07-10,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,1008.81,4119,3020,Ongoing,"7-day click, 1-day view or 1-day engaged view",244.916242,4.714065,214,0,267,1115,390,214,2.847682
2026-07-10,2026-07-10,"Hot Campaign for Website Visitors",active,4,actions:offsite_conversion.fb_pixel_purchase,119.7,500,Daily,478.8,1724,1260,Ongoing,"7-day click, 1-day view or 1-day engaged view",277.726218,79.8,6,0,8,30,12,6,8.412698
2026-07-10,2026-07-10,JanviAika_Shopping_Ad_Campaign,active,5,actions:offsite_conversion.fb_pixel_purchase,206.102,"Using ad set budget",0,1030.51,4680,3460,Ongoing,"7-day click, 1-day view or 1-day engaged view",220.194444,17.175167,60,0,76,305,116,59,4.913295
2026-07-10,2026-07-10,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-10,2026-07-10,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-10,2026-07-10,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-10,2026-07-10,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-10,2026-07-10,"Red Anarkali Engagement campaign",inactive,9388,video_thruplay_watched_actions,0.03063485,300,Daily,287.6,51285,50351,Ongoing,"7-day click or 1-day view",5.607878,0.030635,9388,1,4201,50379,10437,2119,0.440905
2026-07-10,2026-07-10,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-10,2026-07-10,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-10,2026-07-10,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-10,2026-07-10,"Lehenga post from Insta",inactive,5159,video_thruplay_watched_actions,0.05824966,"Using ad set budget",0,300.51,23872,23108,Ongoing,"7-day click or 1-day view",12.588388,0.05825,5159,0,4119,23650,6928,1977,0.627488
2026-07-10,2026-07-10,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-10,2026-07-10,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-10,2026-07-10,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-10,2026-07-10,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-10,2026-07-10,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-09,2026-07-09,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-09,2026-07-09,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,105.59,609,568,Ongoing,"7-day click, 1-day view or 1-day engaged view",173.382594,2.199792,48,0,69,274,108,48,3.873239
2026-07-09,2026-07-09,"Engagement campaign Janviaika Reels",active,5946,video_thruplay_watched_actions,0.04940969,"Using ad set budget",0,293.79,37313,36985,Ongoing,"7-day click or 1-day view",7.873663,0.04941,5946,0,2682,36407,5551,999,0.408274
2026-07-09,2026-07-09,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,205.16,1306,1171,Ongoing,"7-day click, 1-day view or 1-day engaged view",157.090352,3.663571,56,0,70,334,102,55,1.964133
2026-07-09,2026-07-09,"Hot Campaign for Website Visitors",active,2,actions:offsite_conversion.fb_pixel_purchase,261.995,500,Daily,523.99,1822,1277,Ongoing,"7-day click, 1-day view or 1-day engaged view",287.59056,65.49875,8,0,9,39,12,8,8.613939
2026-07-09,2026-07-09,JanviAika_Shopping_Ad_Campaign,active,5,actions:offsite_conversion.fb_pixel_purchase,201.37,"Using ad set budget",0,1006.85,4688,3309,Ongoing,"7-day click, 1-day view or 1-day engaged view",214.771758,18.306364,55,1,65,277,95,56,5.983681
2026-07-09,2026-07-09,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-09,2026-07-09,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-09,2026-07-09,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-09,2026-07-09,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-09,2026-07-09,"Red Anarkali Engagement campaign",inactive,9364,video_thruplay_watched_actions,0.03154742,300,Daily,295.41,53958,53958,Ongoing,"7-day click or 1-day view",5.474814,0.031547,9364,0,4195,53014,10473,2081,0.404018
2026-07-09,2026-07-09,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-09,2026-07-09,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-09,2026-07-09,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-09,2026-07-09,"Lehenga post from Insta",inactive,5111,video_thruplay_watched_actions,0.05873997,"Using ad set budget",0,300.22,23259,22029,Ongoing,"7-day click or 1-day view",12.907692,0.05874,5111,0,4162,23055,6898,1938,0.662763
2026-07-09,2026-07-09,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-09,2026-07-09,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-09,2026-07-09,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-09,2026-07-09,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-09,2026-07-09,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-08,2026-07-08,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Engagement campaign Janviaika Reels",active,6429,video_thruplay_watched_actions,0.04806346,"Using ad set budget",0,309,40752,39776,Ongoing,"7-day click or 1-day view",7.58245,0.048063,6429,0,2876,39559,6025,1045,0.407281
2026-07-08,2026-07-08,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Hot Campaign for Website Visitors",active,2,actions:offsite_conversion.fb_pixel_purchase,267.37,500,Daily,534.74,2008,1339,Ongoing,"7-day click, 1-day view or 1-day engaged view",266.304781,106.948,5,0,5,35,13,5,7.692308
2026-07-08,2026-07-08,JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,1043.64,"Using ad set budget",0,1043.64,5458,3890,Ongoing,"7-day click, 1-day view or 1-day engaged view",191.212899,14.495,72,2,92,413,129,72,5.218509
2026-07-08,2026-07-08,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-08,2026-07-08,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Red Anarkali Engagement campaign",inactive,10421,video_thruplay_watched_actions,0.02933212,300,Daily,305.67,56492,56289,Ongoing,"7-day click or 1-day view",5.410855,0.029332,10421,0,4632,55584,11566,2232,0.413935
2026-07-08,2026-07-08,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Lehenga post from Insta",inactive,4987,video_thruplay_watched_actions,0.05909565,"Using ad set budget",0,294.71,22562,22524,Ongoing,"7-day click or 1-day view",13.062229,0.059096,4987,0,4030,22358,6726,1873,0.572722
2026-07-08,2026-07-08,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-08,2026-07-08,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-08,2026-07-08,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-07,2026-07-07,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Engagement campaign Janviaika Reels",active,5875,video_thruplay_watched_actions,0.04958809,"Using ad set budget",0,291.33,35686,34473,Ongoing,"7-day click or 1-day view",8.163706,0.049588,5875,0,2758,34909,5513,1052,0.397412
2026-07-07,2026-07-07,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Hot Campaign for Website Visitors",active,,,,500,Daily,561.25,2283,1604,Ongoing,"7-day click, 1-day view or 1-day engaged view",245.838809,80.178571,7,0,12,47,16,7,6.795511
2026-07-07,2026-07-07,JanviAika_Shopping_Ad_Campaign,active,4,actions:offsite_conversion.fb_pixel_purchase,263.56,"Using ad set budget",0,1054.24,4272,2957,Ongoing,"7-day click, 1-day view or 1-day engaged view",246.779026,15.060571,70,0,91,406,129,72,5.478526
2026-07-07,2026-07-07,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-07,2026-07-07,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Red Anarkali Engagement campaign",inactive,9681,video_thruplay_watched_actions,0.03009297,300,Daily,291.33,53512,52629,Ongoing,"7-day click or 1-day view",5.444199,0.030093,9681,0,4369,52610,10804,2152,0.457922
2026-07-07,2026-07-07,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Lehenga post from Insta",inactive,5116,video_thruplay_watched_actions,0.05976153,"Using ad set budget",0,305.74,22918,22463,Ongoing,"7-day click or 1-day view",13.340606,0.059762,5116,0,4173,22704,6806,1965,0.632151
2026-07-07,2026-07-07,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-07,2026-07-07,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-07,2026-07-07,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-06,2026-07-06,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Engagement campaign Janviaika Reels",active,5969,video_thruplay_watched_actions,0.05240744,"Using ad set budget",0,312.82,37864,36859,Ongoing,"7-day click or 1-day view",8.261673,0.052407,5969,0,2651,36957,5554,948,0.472069
2026-07-06,2026-07-06,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Hot Campaign for Website Visitors",active,1,actions:offsite_conversion.fb_pixel_purchase,528.68,500,Daily,528.68,2200,1522,Ongoing,"7-day click, 1-day view or 1-day engaged view",240.309091,35.245333,15,1,17,57,23,15,6.96452
2026-07-06,2026-07-06,JanviAika_Shopping_Ad_Campaign,active,3,actions:offsite_conversion.fb_pixel_purchase,345.04333333,"Using ad set budget",0,1035.13,5160,3673,Ongoing,"7-day click, 1-day view or 1-day engaged view",200.606589,10.049806,103,2,121,508,192,103,5.880751
2026-07-06,2026-07-06,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-06,2026-07-06,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Red Anarkali Engagement campaign",inactive,10058,video_thruplay_watched_actions,0.03171505,300,Daily,318.99,55084,54252,Ongoing,"7-day click or 1-day view",5.790974,0.031715,10058,1,4655,54167,11151,2344,0.499521
2026-07-06,2026-07-06,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Lehenga post from Insta",inactive,4922,video_thruplay_watched_actions,0.06273872,"Using ad set budget",0,308.8,23488,22416,Ongoing,"7-day click or 1-day view",13.147139,0.062739,4922,0,3975,23296,6615,1815,0.571021
2026-07-06,2026-07-06,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-06,2026-07-06,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-06,2026-07-06,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-05,2026-07-05,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Engagement campaign Janviaika Reels",active,6328,video_thruplay_watched_actions,0.0539507,"Using ad set budget",0,341.4,38146,37792,Ongoing,"7-day click or 1-day view",8.949824,0.053951,6328,0,2814,37225,5863,1009,0.404848
2026-07-05,2026-07-05,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Hot Campaign for Website Visitors",active,3,actions:offsite_conversion.fb_pixel_purchase,158.91333333,500,Daily,476.74,1693,1164,Ongoing,"7-day click, 1-day view or 1-day engaged view",281.594802,28.043529,17,0,22,65,27,17,9.106529
2026-07-05,2026-07-05,JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,943.57,"Using ad set budget",0,943.57,4824,3345,Ongoing,"7-day click, 1-day view or 1-day engaged view",195.599088,7.094511,133,1,173,784,274,134,5.710015
2026-07-05,2026-07-05,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
